Description,Date,Value
Tagihan Kepada Lembaga keuangan Lainnya,2022-06-01,428415000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-07-01,436057000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-08-01,433924000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-09-01,455189000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-10-01,453451000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-11-01,458442000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-12-01,478553000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-01-01,472524000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-02-01,480413000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-03-01,489269000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-04-01,494993000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-05-01,508417000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-06-01,518460000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-07-01,515976000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-08-01,515406000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-09-01,526170000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-10-01,526457000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-11-01,532158000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2023-12-01,551184000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-01-01,543534000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-02-01,570188000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-03-01,611161000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-04-01,640933000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-05-01,657217000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-06-01,674524000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-07-01,682320000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2024-08-01,687208000000000.0
Tagihan Kepada Pemerintah Daerah,2020-01-01,2330000000000.0
Tagihan Kepada Pemerintah Daerah,2020-02-01,2232000000000.0
Tagihan Kepada Pemerintah Daerah,2020-03-01,1638000000000.0
Tagihan Kepada Pemerintah Daerah,2020-04-01,1947000000000.0
Tagihan Kepada Pemerintah Daerah,2020-05-01,1968000000000.0
Tagihan Kepada Pemerintah Daerah,2020-06-01,1728000000000.0
Tagihan Kepada Pemerintah Daerah,2020-07-01,1727000000000.0
Tagihan Kepada Pemerintah Daerah,2020-08-01,1699000000000.0
Tagihan Kepada Pemerintah Daerah,2020-09-01,1641000000000.0
Tagihan Kepada Pemerintah Daerah,2020-10-01,1721000000000.0
Tagihan Kepada Pemerintah Daerah,2020-11-01,1742000000000.0
Tagihan Kepada Pemerintah Daerah,2020-12-01,2643000000000.0
Tagihan Kepada Pemerintah Daerah,2021-01-01,2569000000000.0
Tagihan Kepada Pemerintah Daerah,2021-02-01,2163000000000.0
Tagihan Kepada Pemerintah Daerah,2021-03-01,2216000000000.0
Tagihan Kepada Pemerintah Daerah,2021-04-01,2087000000000.0
Tagihan Kepada Pemerintah Daerah,2021-05-01,2138000000000.0
Tagihan Kepada Pemerintah Daerah,2021-06-01,2006000000000.0
Tagihan Kepada Pemerintah Daerah,2021-07-01,1941000000000.0
Tagihan Kepada Pemerintah Daerah,2021-08-01,1862000000000.0
Tagihan Kepada Pemerintah Daerah,2021-09-01,1651000000000.0
Tagihan Kepada Pemerintah Daerah,2021-10-01,2049000000000.0
Tagihan Kepada Pemerintah Daerah,2021-11-01,2007000000000.0
Tagihan Kepada Pemerintah Daerah,2021-12-01,2796000000000.0
Tagihan Kepada Pemerintah Daerah,2022-01-01,2709000000000.0
Tagihan Kepada Pemerintah Daerah,2022-02-01,2496000000000.0
Tagihan Kepada Pemerintah Daerah,2022-03-01,2243000000000.0
Tagihan Kepada Pemerintah Daerah,2022-04-01,2067000000000.0
Tagihan Kepada Pemerintah Daerah,2022-05-01,1817000000000.0
Tagihan Kepada Pemerintah Daerah,2022-06-01,1794000000000.0
Tagihan Kepada Pemerintah Daerah,2022-07-01,1793000000000.0
Tagihan Kepada Pemerintah Daerah,2022-08-01,1765000000000.0
Tagihan Kepada Pemerintah Daerah,2022-09-01,1770000000000.0
Tagihan Kepada Pemerintah Daerah,2022-10-01,2116000000000.0
Tagihan Kepada Pemerintah Daerah,2022-11-01,2387000000000.0
Tagihan Kepada Pemerintah Daerah,2022-12-01,3259000000000.0
Tagihan Kepada Pemerintah Daerah,2023-01-01,3304000000000.0
Tagihan Kepada Pemerintah Daerah,2023-02-01,3262000000000.0
Tagihan Kepada Pemerintah Daerah,2023-03-01,3084000000000.0
Tagihan Kepada Pemerintah Daerah,2023-04-01,3030000000000.0
Tagihan Kepada Pemerintah Daerah,2023-05-01,2868000000000.0
Tagihan Kepada Pemerintah Daerah,2023-06-01,2712000000000.0
Tagihan Kepada Pemerintah Daerah,2023-07-01,2482000000000.0
Tagihan Kepada Pemerintah Daerah,2023-08-01,2558000000000.0
Tagihan Kepada Pemerintah Daerah,2023-09-01,2368000000000.0
Tagihan Kepada Pemerintah Daerah,2023-10-01,2216000000000.0
Tagihan Kepada Pemerintah Daerah,2023-11-01,2215000000000.0
Tagihan Kepada Pemerintah Daerah,2023-12-01,2343000000000.0
Tagihan Kepada Pemerintah Daerah,2024-01-01,2341000000000.0
Tagihan Kepada Pemerintah Daerah,2024-02-01,2262000000000.0
Tagihan Kepada Pemerintah Daerah,2024-03-01,1995000000000.0
Tagihan Kepada Pemerintah Daerah,2024-04-01,1834000000000.0
Tagihan Kepada Pemerintah Daerah,2024-05-01,1658000000000.0
Tagihan Kepada Pemerintah Daerah,2024-06-01,1487000000000.0
Tagihan Kepada Pemerintah Daerah,2024-07-01,1387000000000.0
Tagihan Kepada Pemerintah Daerah,2024-08-01,1230000000000.0
Tagihan Kepada Pemerintah Pusat,2020-01-01,938805000000000.0
Tagihan Kepada Pemerintah Pusat,2020-02-01,962104000000000.0
Tagihan Kepada Pemerintah Pusat,2020-03-01,980431000000000.0
Tagihan Kepada Pemerintah Pusat,2020-04-01,1086043000000000.0
Tagihan Kepada Pemerintah Pusat,2020-05-01,1129133000000000.0
Tagihan Kepada Pemerintah Pusat,2020-06-01,1168199000000000.0
Tagihan Kepada Pemerintah Pusat,2020-07-01,1208246000000000.0
Tagihan Kepada Pemerintah Pusat,2020-08-01,1279234000000000.0
Tagihan Kepada Pemerintah Pusat,2020-09-01,1307446000000000.0
Tagihan Kepada Pemerintah Pusat,2020-10-01,1351436000000000.0
Tagihan Kepada Pemerintah Pusat,2020-11-01,1381361000000000.0
Tagihan Kepada Pemerintah Pusat,2020-12-01,1417749000000000.0
Tagihan Kepada Pemerintah Pusat,2021-01-01,1447511000000000.0
Tagihan Kepada Pemerintah Pusat,2021-02-01,1513397000000000.0
Tagihan Kepada Pemerintah Pusat,2021-03-01,1516735000000000.0
Tagihan Kepada Pemerintah Pusat,2021-04-01,1553984000000000.0
Tagihan Kepada Pemerintah Pusat,2021-05-01,1495493000000000.0
Tagihan Kepada Pemerintah Pusat,2021-06-01,1548166000000000.0
Tagihan Kepada Pemerintah Pusat,2021-07-01,1539245000000000.0
Tagihan Kepada Pemerintah Pusat,2021-08-01,1611120000000000.0
Tagihan Kepada Pemerintah Pusat,2021-09-01,1669939000000000.0
Tagihan Kepada Pemerintah Pusat,2021-10-01,1679200000000000.0
Tagihan Kepada Pemerintah Pusat,2021-11-01,1695187000000000.0
Tagihan Kepada Pemerintah Pusat,2021-12-01,1709978000000000.0
Tagihan Kepada Pemerintah Pusat,2022-01-01,1639751000000000.0
Tagihan Kepada Pemerintah Pusat,2022-02-01,1652927000000000.0
Tagihan Kepada Pemerintah Pusat,2022-03-01,1628608000000000.0
Tagihan Kepada Pemerintah Pusat,2022-04-01,1643126000000000.0
Tagihan Kepada Pemerintah Pusat,2022-05-01,1597393000000000.0
Tagihan Kepada Pemerintah Pusat,2022-06-01,1619829000000000.0
Tagihan Kepada Pemerintah Pusat,2022-07-01,1646910000000000.0
Tagihan Kepada Pemerintah Pusat,2022-08-01,1658218000000000.0
Tagihan Kepada Pemerintah Pusat,2022-09-01,1678122000000000.0
Tagihan Kepada Pemerintah Pusat,2022-10-01,1719870000000000.0
Tagihan Kepada Pemerintah Pusat,2022-11-01,1722592000000000.0
Tagihan Kepada Pemerintah Pusat,2022-12-01,1709320000000000.0
Tagihan Kepada Pemerintah Pusat,2023-01-01,1745810000000000.0
Tagihan Kepada Pemerintah Pusat,2023-02-01,1786791000000000.0
Tagihan Kepada Pemerintah Pusat,2023-03-01,1763039000000000.0
Tagihan Kepada Pemerintah Pusat,2023-04-01,1779777000000000.0
Tagihan Kepada Pemerintah Pusat,2023-05-01,1692283000000000.0
Tagihan Kepada Pemerintah Pusat,2023-06-01,1700305000000000.0
Tagihan Kepada Pemerintah Pusat,2023-07-01,1700308000000000.0
Tagihan Kepada Pemerintah Pusat,2023-08-01,1697956000000000.0
Tagihan Kepada Pemerintah Pusat,2023-09-01,1663307000000000.0
Tagihan Kepada Pemerintah Pusat,2023-10-01,1645797000000000.0
Tagihan Kepada Pemerintah Pusat,2023-11-01,1672609000000000.0
Tagihan Kepada Pemerintah Pusat,2023-12-01,1683711000000000.0
Tagihan Kepada Pemerintah Pusat,2024-01-01,1716859000000000.0
Tagihan Kepada Pemerintah Pusat,2024-02-01,1717600000000000.0
Tagihan Kepada Pemerintah Pusat,2024-03-01,1670958000000000.0
Tagihan Kepada Pemerintah Pusat,2024-04-01,1662006000000000.0
Tagihan Kepada Pemerintah Pusat,2024-05-01,1628692000000000.0
Tagihan Kepada Pemerintah Pusat,2024-06-01,1647130000000000.0
Tagihan Kepada Pemerintah Pusat,2024-07-01,1630180000000000.0
Tagihan Kepada Pemerintah Pusat,2024-08-01,1634942000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-01-01,487966000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-02-01,487195000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-03-01,507256000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-04-01,509432000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-05-01,517429000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-06-01,523665000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-07-01,515822000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-08-01,515191000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-09-01,507736000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-10-01,487830000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-11-01,468738000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2020-12-01,464184000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-01-01,459007000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-02-01,458931000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-03-01,461900000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-04-01,467169000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-05-01,474405000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-06-01,479002000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-07-01,478871000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-08-01,481116000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-09-01,483665000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-10-01,476282000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-11-01,446399000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2021-12-01,406463000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-01-01,436221000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-02-01,434655000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-03-01,447237000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-04-01,510792000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-05-01,493184000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-06-01,519302000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-07-01,505969000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-08-01,514655000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-09-01,510365000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-10-01,524781000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-11-01,457057000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2022-12-01,443388000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-01-01,427023000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-02-01,425879000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-03-01,430071000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-04-01,441849000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-05-01,449842000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-06-01,438024000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-07-01,437311000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-08-01,421124000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-09-01,427987000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-10-01,417676000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-11-01,421639000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2023-12-01,425368000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-01-01,425463000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-02-01,429056000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-03-01,439344000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-04-01,451920000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-05-01,461968000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-06-01,464927000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-07-01,490234000000000.0
Tagihan Kepada Perusahaan Bukan keuangan BUMN,2024-08-01,482788000000000.0
Tagihan Kepada Sektor Swasta,2020-01-01,5085461000000000.0
Tagihan Kepada Sektor Swasta,2020-02-01,5121553000000000.0
Tagihan Kepada Sektor Swasta,2020-03-01,5232421000000000.0
Tagihan Kepada Sektor Swasta,2020-04-01,5132783000000000.0
Tagihan Kepada Sektor Swasta,2020-05-01,5089499000000000.0
Tagihan Kepada Sektor Swasta,2020-06-01,5060659000000000.0
Tagihan Kepada Sektor Swasta,2020-07-01,5055369000000000.0
Tagihan Kepada Sektor Swasta,2020-08-01,5051556000000000.0
Tagihan Kepada Sektor Swasta,2020-09-01,5113418000000000.0
Tagihan Kepada Sektor Swasta,2020-10-01,5117280000000000.0
Tagihan Kepada Sektor Swasta,2020-11-01,5081190000000000.0
Tagihan Kepada Sektor Swasta,2020-12-01,5126988000000000.0
Tagihan Kepada Sektor Swasta,2021-01-01,5062479000000000.0
Tagihan Kepada Sektor Swasta,2021-02-01,5076784000000000.0
Tagihan Kepada Sektor Swasta,2021-03-01,5109403000000000.0
Tagihan Kepada Sektor Swasta,2021-04-01,5121859000000000.0
Tagihan Kepada Sektor Swasta,2021-05-01,5152251000000000.0
Tagihan Kepada Sektor Swasta,2021-06-01,5186540000000000.0
Tagihan Kepada Sektor Swasta,2021-07-01,5192064000000000.0
Tagihan Kepada Sektor Swasta,2021-08-01,5200306000000000.0
Tagihan Kepada Sektor Swasta,2021-09-01,5271179000000000.0
Tagihan Kepada Sektor Swasta,2021-10-01,5280560000000000.0
Tagihan Kepada Sektor Swasta,2021-11-01,5363177000000000.0
Tagihan Kepada Sektor Swasta,2021-12-01,5443198000000000.0
Tagihan Kepada Sektor Swasta,2022-01-01,5400468000000000.0
Tagihan Kepada Sektor Swasta,2022-02-01,5461514000000000.0
Tagihan Kepada Sektor Swasta,2022-03-01,5568447000000000.0
Tagihan Kepada Sektor Swasta,2022-04-01,5594865000000000.0
Tagihan Kepada Sektor Swasta,2022-05-01,5637121000000000.0
Tagihan Kepada Sektor Swasta,2022-06-01,5740781000000000.0
Tagihan Kepada Sektor Swasta,2022-07-01,5744185000000000.0
Tagihan Kepada Sektor Swasta,2022-08-01,5776430000000000.0
Tagihan Kepada Sektor Swasta,2022-09-01,5838646000000000.0
Tagihan Kepada Sektor Swasta,2022-10-01,5870010000000000.0
Tagihan Kepada Sektor Swasta,2022-11-01,5925278000000000.0
Tagihan Kepada Sektor Swasta,2022-12-01,5996010000000000.0
Tagihan Kepada Sektor Swasta,2023-01-01,5933219000000000.0
Tagihan Kepada Sektor Swasta,2023-02-01,5976823000000000.0
Tagihan Kepada Sektor Swasta,2023-03-01,6025928000000000.0
Tagihan Kepada Sektor Swasta,2023-04-01,6027310000000000.0
Tagihan Kepada Sektor Swasta,2023-05-01,6129655000000000.0
Tagihan Kepada Sektor Swasta,2023-06-01,6201195000000000.0
Tagihan Kepada Sektor Swasta,2023-07-01,6241647000000000.0
Tagihan Kepada Sektor Swasta,2023-08-01,6305849000000000.0
Tagihan Kepada Sektor Swasta,2023-09-01,6456067000000000.0
Tagihan Kepada Sektor Swasta,2023-10-01,6397846000000000.0
Tagihan Kepada Sektor Swasta,2023-11-01,6468044000000000.0
Tagihan Kepada Sektor Swasta,2023-12-01,6544473000000000.0
Tagihan Kepada Sektor Swasta,2024-01-01,6523884000000000.0
Tagihan Kepada Sektor Swasta,2024-02-01,6534434000000000.0
Tagihan Kepada Sektor Swasta,2024-03-01,6634417000000000.0
Tagihan Kepada Sektor Swasta,2024-04-01,6660134000000000.0
Tagihan Kepada Sektor Swasta,2024-05-01,6690548000000000.0
Tagihan Kepada Sektor Swasta,2024-06-01,6750931000000000.0
Tagihan Kepada Sektor Swasta,2024-07-01,6776884000000000.0
Tagihan Kepada Sektor Swasta,2024-08-01,6775408000000000.0
Tagihan Kepada sektor lainnya,2020-01-01,5942641000000000.0
Tagihan Kepada sektor lainnya,2020-02-01,5977671000000000.0
Tagihan Kepada sektor lainnya,2020-03-01,6113722000000000.0
Tagihan Kepada sektor lainnya,2020-04-01,6010687000000000.0
Tagihan Kepada sektor lainnya,2020-05-01,5968488000000000.0
Tagihan Kepada sektor lainnya,2020-06-01,5935850000000000.0
Tagihan Kepada sektor lainnya,2020-07-01,5922313000000000.0
Tagihan Kepada sektor lainnya,2020-08-01,5917755000000000.0
Tagihan Kepada sektor lainnya,2020-09-01,5957833000000000.0
Tagihan Kepada sektor lainnya,2020-10-01,5948476000000000.0
Tagihan Kepada sektor lainnya,2020-11-01,5894351000000000.0
Tagihan Kepada sektor lainnya,2020-12-01,5937958000000000.0
Tagihan Kepada sektor lainnya,2021-01-01,5862876000000000.0
Tagihan Kepada sektor lainnya,2021-02-01,5870594000000000.0
Tagihan Kepada sektor lainnya,2021-03-01,5900531000000000.0
Tagihan Kepada sektor lainnya,2021-04-01,5917561000000000.0
Tagihan Kepada sektor lainnya,2021-05-01,5961035000000000.0
Tagihan Kepada sektor lainnya,2021-06-01,6006521000000000.0
Tagihan Kepada sektor lainnya,2021-07-01,6008316000000000.0
Tagihan Kepada sektor lainnya,2021-08-01,6023004000000000.0
Tagihan Kepada sektor lainnya,2021-09-01,6147503000000000.0
Tagihan Kepada sektor lainnya,2021-10-01,6152951000000000.0
Tagihan Kepada sektor lainnya,2021-11-01,6222562000000000.0
Tagihan Kepada sektor lainnya,2021-12-01,6258559000000000.0
Tagihan Kepada sektor lainnya,2022-01-01,6222739000000000.0
Tagihan Kepada sektor lainnya,2022-02-01,6298283000000000.0
Tagihan Kepada sektor lainnya,2022-03-01,6423251000000000.0
Tagihan Kepada sektor lainnya,2022-04-01,6515883000000000.0
Tagihan Kepada sektor lainnya,2022-05-01,6553245000000000.0
Tagihan Kepada sektor lainnya,2022-06-01,6690292000000000.0
Tagihan Kepada sektor lainnya,2022-07-01,6688004000000000.0
Tagihan Kepada sektor lainnya,2022-08-01,6726775000000000.0
Tagihan Kepada sektor lainnya,2022-09-01,6805970000000000.0
Tagihan Kepada sektor lainnya,2022-10-01,6850359000000000.0
Tagihan Kepada sektor lainnya,2022-11-01,6843164000000000.0
Tagihan Kepada sektor lainnya,2022-12-01,6921210000000000.0
Tagihan Kepada sektor lainnya,2023-01-01,6836070000000000.0
Tagihan Kepada sektor lainnya,2023-02-01,6886377000000000.0
Tagihan Kepada sektor lainnya,2023-03-01,6948351000000000.0
Tagihan Kepada sektor lainnya,2023-04-01,6967182000000000.0
Tagihan Kepada sektor lainnya,2023-05-01,7090783000000000.0
Tagihan Kepada sektor lainnya,2023-06-01,7160390000000000.0
Tagihan Kepada sektor lainnya,2023-07-01,7197416000000000.0
Tagihan Kepada sektor lainnya,2023-08-01,7244937000000000.0
Tagihan Kepada sektor lainnya,2023-09-01,7412592000000000.0
Tagihan Kepada sektor lainnya,2023-10-01,7344195000000000.0
Tagihan Kepada sektor lainnya,2023-11-01,7424055000000000.0
Tagihan Kepada sektor lainnya,2023-12-01,7523368000000000.0
Tagihan Kepada sektor lainnya,2024-01-01,7495223000000000.0
Tagihan Kepada sektor lainnya,2024-02-01,7535941000000000.0
Tagihan Kepada sektor lainnya,2024-03-01,7686917000000000.0
Tagihan Kepada sektor lainnya,2024-04-01,7754820000000000.0
Tagihan Kepada sektor lainnya,2024-05-01,7811392000000000.0
Tagihan Kepada sektor lainnya,2024-06-01,7891869000000000.0
Tagihan Kepada sektor lainnya,2024-07-01,7950825000000000.0
Tagihan Kepada sektor lainnya,2024-08-01,7946634000000000.0
Tagihan Lainnya,2020-01-01,120677000000000.0
Tagihan Lainnya,2020-02-01,117070000000000.0
Tagihan Lainnya,2020-03-01,102932000000000.0
Tagihan Lainnya,2020-04-01,100795000000000.0
Tagihan Lainnya,2020-05-01,100562000000000.0
Tagihan Lainnya,2020-06-01,102355000000000.0
Tagihan Lainnya,2020-07-01,105738000000000.0
Tagihan Lainnya,2020-08-01,108703000000000.0
Tagihan Lainnya,2020-09-01,106436000000000.0
Tagihan Lainnya,2020-10-01,113645000000000.0
Tagihan Lainnya,2020-11-01,113989000000000.0
Tagihan Lainnya,2020-12-01,112884000000000.0
Tagihan Lainnya,2021-01-01,115405000000000.0
Tagihan Lainnya,2021-02-01,110260000000000.0
Tagihan Lainnya,2021-03-01,104016000000000.0
Tagihan Lainnya,2021-04-01,108377000000000.0
Tagihan Lainnya,2021-05-01,110192000000000.0
Tagihan Lainnya,2021-06-01,111996000000000.0
Tagihan Lainnya,2021-07-01,111009000000000.0
Tagihan Lainnya,2021-08-01,110128000000000.0
Tagihan Lainnya,2021-09-01,166454000000000.0
Tagihan Lainnya,2021-10-01,169841000000000.0
Tagihan Lainnya,2021-11-01,185871000000000.0
Tagihan Lainnya,2021-12-01,165396000000000.0
Tagihan Lainnya,2022-01-01,128971000000000.0
Tagihan Lainnya,2022-02-01,140798000000000.0
Tagihan Lainnya,2022-03-01,160625000000000.0
Tagihan Lainnya,2022-04-01,155677000000000.0
Tagihan Lainnya,2022-05-01,165801000000000.0
Tagihan Lainnya,2022-06-01,160971000000000.0
Tagihan Lainnya,2022-07-01,165990000000000.0
Tagihan Lainnya,2022-08-01,169131000000000.0
Tagihan Lainnya,2022-09-01,177421000000000.0
Tagihan Lainnya,2022-10-01,169219000000000.0
Tagihan Lainnya,2022-11-01,170896000000000.0
Tagihan Lainnya,2022-12-01,174448000000000.0
Tagihan Lainnya,2023-01-01,176046000000000.0
Tagihan Lainnya,2023-02-01,175110000000000.0
Tagihan Lainnya,2023-03-01,167592000000000.0
Tagihan Lainnya,2023-04-01,171501000000000.0
Tagihan Lainnya,2023-05-01,174326000000000.0
Tagihan Lainnya,2023-06-01,175961000000000.0
Tagihan Lainnya,2023-07-01,183113000000000.0
Tagihan Lainnya,2023-08-01,182186000000000.0
Tagihan Lainnya,2023-09-01,179370000000000.0
Tagihan Lainnya,2023-10-01,184011000000000.0
Tagihan Lainnya,2023-11-01,185052000000000.0
Tagihan Lainnya,2023-12-01,185131000000000.0
Tagihan Lainnya,2024-01-01,183772000000000.0
Tagihan Lainnya,2024-02-01,185315000000000.0
Tagihan Lainnya,2024-03-01,194799000000000.0
Tagihan Lainnya,2024-04-01,223367000000000.0
Tagihan Lainnya,2024-05-01,224586000000000.0
Tagihan Lainnya,2024-06-01,227745000000000.0
Tagihan Lainnya,2024-07-01,233311000000000.0
Tagihan Lainnya,2024-08-01,235637000000000.0
Uang Beredar Luas(M2),2020-01-01,6046651000000000.0
Uang Beredar Luas(M2),2020-02-01,6116495000000000.0
Uang Beredar Luas(M2),2020-03-01,6440457000000000.0
Uang Beredar Luas(M2),2020-04-01,6238267000000000.0
Uang Beredar Luas(M2),2020-05-01,6468194000000000.0
Uang Beredar Luas(M2),2020-06-01,6393744000000000.0
Uang Beredar Luas(M2),2020-07-01,6567725000000000.0
Uang Beredar Luas(M2),2020-08-01,6731760000000000.0
Uang Beredar Luas(M2),2020-09-01,6748574000000000.0
Uang Beredar Luas(M2),2020-10-01,6780845000000000.0
Uang Beredar Luas(M2),2020-11-01,6817457000000000.0
Uang Beredar Luas(M2),2020-12-01,6900049000000000.0
Uang Beredar Luas(M2),2021-01-01,6767408000000000.0
Uang Beredar Luas(M2),2021-02-01,6817788000000000.0
Uang Beredar Luas(M2),2021-03-01,6895564000000000.0
Uang Beredar Luas(M2),2021-04-01,6964386000000000.0
Uang Beredar Luas(M2),2021-05-01,7004093000000000.0
Uang Beredar Luas(M2),2021-06-01,7130061000000000.0
Uang Beredar Luas(M2),2021-07-01,7160560000000000.0
Uang Beredar Luas(M2),2021-08-01,7211501000000000.0
Uang Beredar Luas(M2),2021-09-01,7300921000000000.0
Uang Beredar Luas(M2),2021-10-01,7491704000000000.0
Uang Beredar Luas(M2),2021-11-01,7572176000000000.0
Uang Beredar Luas(M2),2021-12-01,7867090000000000.0
Uang Beredar Luas(M2),2022-01-01,7646789000000000.0
Uang Beredar Luas(M2),2022-02-01,7690135000000000.0
Uang Beredar Luas(M2),2022-03-01,7810949000000000.0
Uang Beredar Luas(M2),2022-04-01,7911484000000000.0
Uang Beredar Luas(M2),2022-05-01,7854187000000000.0
Uang Beredar Luas(M2),2022-06-01,7890747000000000.0
Uang Beredar Luas(M2),2022-07-01,7845552000000000.0
Uang Beredar Luas(M2),2022-08-01,7897628000000000.0
Uang Beredar Luas(M2),2022-09-01,7962693000000000.0
Uang Beredar Luas(M2),2022-10-01,8223055000000000.0
Uang Beredar Luas(M2),2022-11-01,8297350000000000.0
Uang Beredar Luas(M2),2022-12-01,8528022000000000.0
Uang Beredar Luas(M2),2023-01-01,8271838000000000.0
Uang Beredar Luas(M2),2023-02-01,8300648000000000.0
Uang Beredar Luas(M2),2023-03-01,8293283000000000.0
Uang Beredar Luas(M2),2023-04-01,8352350000000000.0
Uang Beredar Luas(M2),2023-05-01,8336171000000000.0
Uang Beredar Luas(M2),2023-06-01,8372990000000000.0
Uang Beredar Luas(M2),2023-07-01,8349492000000000.0
Uang Beredar Luas(M2),2023-08-01,8364739000000000.0
