Description,Date,Value
Saham dan Modal lainnya,2024-01-01,-2360961000000000.0
Saham dan Modal lainnya,2024-02-01,-2360347000000000.0
Saham dan Modal lainnya,2024-03-01,-2284310000000000.0
Saham dan Modal lainnya,2024-04-01,-232226000000000.0
Saham dan Modal lainnya,2024-05-01,-2341853000000000.0
Saham dan Modal lainnya,2024-06-01,-2386288000000000.0
Saham dan Modal lainnya,2024-07-01,-2428927000000000.0
Saham dan Modal lainnya,2024-08-01,-2406193000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-01-01,2395785000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-02-01,2445902000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-03-01,2464622000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-04-01,2422656000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-05-01,2464737000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-06-01,2461283000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-07-01,2558603000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-08-01,2594017000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-09-01,2581725000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-10-01,2630641000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-11-01,2586057000000000.0
Simpanan Berjangka (Rupiah dan Valas),2020-12-01,2550883000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-01-01,2557743000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-02-01,2577367000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-03-01,2560132000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-04-01,2571590000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-05-01,2591461000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-06-01,2602829000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-07-01,2611551000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-08-01,2619537000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-09-01,2637755000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-10-01,2652687000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-11-01,2659988000000000.0
Simpanan Berjangka (Rupiah dan Valas),2021-12-01,2674599000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-01-01,2661784000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-02-01,2642674000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-03-01,2622372000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-04-01,2611138000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-05-01,2589607000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-06-01,2578437000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-07-01,2586567000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-08-01,2611452000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-09-01,2637014000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-10-01,2661333000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-11-01,2716656000000000.0
Simpanan Berjangka (Rupiah dan Valas),2022-12-01,2728041000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-01-01,2733074000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-02-01,2773225000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-03-01,2755191000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-04-01,2739676000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-05-01,2795833000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-06-01,2760561000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-07-01,2760453000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-08-01,2804890000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-09-01,2819857000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-10-01,2833435000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-11-01,2849001000000000.0
Simpanan Berjangka (Rupiah dan Valas),2023-12-01,2865553000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-01-01,2890499000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-02-01,2920304000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-03-01,2955034000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-04-01,2956907000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-05-01,2969556000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-06-01,2928977000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-07-01,2951053000000000.0
Simpanan Berjangka (Rupiah dan Valas),2024-08-01,2957751000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-01-01,-331459000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-02-01,-338587000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-03-01,-207078000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-04-01,-317069000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-05-01,-190181000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-06-01,-307013000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-07-01,-197935000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-08-01,-202360000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-09-01,-337792000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-10-01,-323420000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-11-01,-329328000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2020-12-01,-350527000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-01-01,-339092000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-02-01,-320562000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-03-01,-368223000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-04-01,-355823000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-05-01,-359795000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-06-01,-362165000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-07-01,-347346000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-08-01,-363825000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-09-01,-369513000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-10-01,-285252000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-11-01,-298066000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2021-12-01,-247456000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-01-01,-271502000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-02-01,-267034000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-03-01,-261277000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-04-01,-261327000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-05-01,-264092000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-06-01,-286867000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-07-01,-286017000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-08-01,-290447000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-09-01,-292288000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-10-01,-298345000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-11-01,-308290000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2022-12-01,-327940000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-01-01,-313844000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-02-01,-316656000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-03-01,-323395000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-04-01,-320608000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-05-01,-318910000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-06-01,-332929000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-07-01,-339833000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-08-01,-348871000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-09-01,-353857000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-10-01,-364847000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-11-01,-376629000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2023-12-01,-414202000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-01-01,-396417000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-02-01,-396025000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-03-01,-426202000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-04-01,-427294000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-05-01,-434079000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-06-01,-449500000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-07-01,-459110000000000.0
Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,2024-08-01,-458435000000000.0
Surat Berharga Selain Saham,2020-01-01,26719000000000.0
Surat Berharga Selain Saham,2020-02-01,26646000000000.0
Surat Berharga Selain Saham,2020-03-01,28178000000000.0
Surat Berharga Selain Saham,2020-04-01,24564000000000.0
Surat Berharga Selain Saham,2020-05-01,24422000000000.0
Surat Berharga Selain Saham,2020-06-01,20965000000000.0
Surat Berharga Selain Saham,2020-07-01,18767000000000.0
Surat Berharga Selain Saham,2020-08-01,19479000000000.0
Surat Berharga Selain Saham,2020-09-01,21345000000000.0
Surat Berharga Selain Saham,2020-10-01,22576000000000.0
Surat Berharga Selain Saham,2020-11-01,24016000000000.0
Surat Berharga Selain Saham,2020-12-01,23220000000000.0
Surat Berharga Selain Saham,2021-01-01,21274000000000.0
Surat Berharga Selain Saham,2021-02-01,20045000000000.0
Surat Berharga Selain Saham,2021-03-01,18201000000000.0
Surat Berharga Selain Saham,2021-04-01,17634000000000.0
Surat Berharga Selain Saham,2021-05-01,18165000000000.0
Surat Berharga Selain Saham,2021-06-01,16457000000000.0
Surat Berharga Selain Saham,2021-07-01,17059000000000.0
Surat Berharga Selain Saham,2021-08-01,20603000000000.0
Surat Berharga Selain Saham,2021-09-01,21089000000000.0
Surat Berharga Selain Saham,2021-10-01,20192000000000.0
Surat Berharga Selain Saham,2021-11-01,20094000000000.0
Surat Berharga Selain Saham,2021-12-01,22675000000000.0
Surat Berharga Selain Saham,2022-01-01,23068000000000.0
Surat Berharga Selain Saham,2022-02-01,23556000000000.0
Surat Berharga Selain Saham,2022-03-01,26608000000000.0
Surat Berharga Selain Saham,2022-04-01,28087000000000.0
Surat Berharga Selain Saham,2022-05-01,26427000000000.0
Surat Berharga Selain Saham,2022-06-01,24795000000000.0
Surat Berharga Selain Saham,2022-07-01,19164000000000.0
Surat Berharga Selain Saham,2022-08-01,19624000000000.0
Surat Berharga Selain Saham,2022-09-01,21062000000000.0
Surat Berharga Selain Saham,2022-10-01,26038000000000.0
Surat Berharga Selain Saham,2022-11-01,24378000000000.0
Surat Berharga Selain Saham,2022-12-01,24563000000000.0
Surat Berharga Selain Saham,2023-01-01,27608000000000.0
Surat Berharga Selain Saham,2023-02-01,25577000000000.0
Surat Berharga Selain Saham,2023-03-01,23594000000000.0
Surat Berharga Selain Saham,2023-04-01,23457000000000.0
Surat Berharga Selain Saham,2023-05-01,22791000000000.0
Surat Berharga Selain Saham,2023-06-01,23701000000000.0
Surat Berharga Selain Saham,2023-07-01,26667000000000.0
Surat Berharga Selain Saham,2023-08-01,27878000000000.0
Surat Berharga Selain Saham,2023-09-01,25427000000000.0
Surat Berharga Selain Saham,2023-10-01,26917000000000.0
Surat Berharga Selain Saham,2023-11-01,27836000000000.0
Surat Berharga Selain Saham,2023-12-01,28613000000000.0
Surat Berharga Selain Saham,2024-01-01,28532000000000.0
Surat Berharga Selain Saham,2024-02-01,30364000000000.0
Surat Berharga Selain Saham,2024-03-01,30467000000000.0
Surat Berharga Selain Saham,2024-04-01,31539000000000.0
Surat Berharga Selain Saham,2024-05-01,36618000000000.0
Surat Berharga Selain Saham,2024-06-01,69653000000000.0
Surat Berharga Selain Saham,2024-07-01,89551000000000.0
Surat Berharga Selain Saham,2024-08-01,103245000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-01-01,1831352000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-02-01,1829828000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-03-01,1900027000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-04-01,1870570000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-05-01,1945010000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-06-01,1927948000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-07-01,1947642000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-08-01,1980724000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-09-01,1987483000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-10-01,1990578000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-11-01,2035198000000000.0
Tabungan Lainnya (Rupiah dan Valas),2020-12-01,2106854000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-01-01,2056612000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-02-01,2042638000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-03-01,2059616000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-04-01,2102471000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-05-01,2132363000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-06-01,2169357000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-07-01,2177189000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-08-01,2191849000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-09-01,2220623000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-10-01,2244114000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-11-01,2274075000000000.0
Tabungan Lainnya (Rupiah dan Valas),2021-12-01,2374690000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-01-01,2325280000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-02-01,2332790000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-03-01,2361941000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-04-01,2450599000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-05-01,2425138000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-06-01,2431989000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-07-01,2432971000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-08-01,2427379000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-09-01,2437327000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-10-01,2421532000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-11-01,2444437000000000.0
Tabungan Lainnya (Rupiah dan Valas),2022-12-01,2504674000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-01-01,2434118000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-02-01,2425244000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-03-01,2429568000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-04-01,2477517000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-05-01,2468891000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-06-01,2479725000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-07-01,2476093000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-08-01,2465697000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-09-01,2457435000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-10-01,2458475000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-11-01,2481260000000000.0
Tabungan Lainnya (Rupiah dan Valas),2023-12-01,2524844000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-01-01,2513479000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-02-01,2505885000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-03-01,2539746000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-04-01,2564432000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-05-01,2552677000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-06-01,2578660000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-07-01,2586439000000000.0
Tabungan Lainnya (Rupiah dan Valas),2024-08-01,2579700000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-01-01,434454000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-02-01,432096000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-03-01,487719000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-04-01,458513000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-05-01,490129000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-06-01,576250000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-07-01,602877000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-08-01,708642000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-09-01,790672000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-10-01,795764000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-11-01,853986000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2020-12-01,818727000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-01-01,672416000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-02-01,651402000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-03-01,692118000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-04-01,664444000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-05-01,764942000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-06-01,797333000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-07-01,835833000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-08-01,858308000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-09-01,917981000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-10-01,1037347000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-11-01,1113323000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2021-12-01,1127492000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-01-01,996318000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-02-01,929878000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-03-01,885833000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-04-01,813009000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-05-01,794737000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-06-01,685883000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-07-01,743483000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-08-01,666037000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-09-01,619769000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-10-01,862976000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-11-01,921695000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2022-12-01,970957000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-01-01,792425000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-02-01,747331000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-03-01,658462000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-04-01,607571000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-05-01,637312000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-06-01,697556000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-07-01,653403000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-08-01,665932000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-09-01,701598000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-10-01,787025000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-11-01,783401000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2023-12-01,908188000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-01-01,807170000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-02-01,739913000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-03-01,776515000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-04-01,764153000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-05-01,782059000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-06-01,795627000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-07-01,757007000000000.0
Tagihan Bersih kepada Pemerintah Pusat,2024-08-01,749464000000000.0
Tagihan Kepada Bukan Penduduk,2020-01-01,2110289000000000.0
Tagihan Kepada Bukan Penduduk,2020-02-01,2196231000000000.0
Tagihan Kepada Bukan Penduduk,2020-03-01,2348854000000000.0
Tagihan Kepada Bukan Penduduk,2020-04-01,2275617000000000.0
Tagihan Kepada Bukan Penduduk,2020-05-01,2260011000000000.0
Tagihan Kepada Bukan Penduduk,2020-06-01,2211084000000000.0
Tagihan Kepada Bukan Penduduk,2020-07-01,2320756000000000.0
Tagihan Kepada Bukan Penduduk,2020-08-01,2333781000000000.0
Tagihan Kepada Bukan Penduduk,2020-09-01,2356099000000000.0
Tagihan Kepada Bukan Penduduk,2020-10-01,2332094000000000.0
Tagihan Kepada Bukan Penduduk,2020-11-01,2244260000000000.0
Tagihan Kepada Bukan Penduduk,2020-12-01,2277585000000000.0
Tagihan Kepada Bukan Penduduk,2021-01-01,2311121000000000.0
Tagihan Kepada Bukan Penduduk,2021-02-01,2352099000000000.0
Tagihan Kepada Bukan Penduduk,2021-03-01,2374126000000000.0
Tagihan Kepada Bukan Penduduk,2021-04-01,2381090000000000.0
Tagihan Kepada Bukan Penduduk,2021-05-01,2333250000000000.0
Tagihan Kepada Bukan Penduduk,2021-06-01,2366823000000000.0
Tagihan Kepada Bukan Penduduk,2021-07-01,2358076000000000.0
Tagihan Kepada Bukan Penduduk,2021-08-01,2484706000000000.0
Tagihan Kepada Bukan Penduduk,2021-09-01,2493032000000000.0
Tagihan Kepada Bukan Penduduk,2021-10-01,2466332000000000.0
Tagihan Kepada Bukan Penduduk,2021-11-01,2478172000000000.0
Tagihan Kepada Bukan Penduduk,2021-12-01,2446267000000000.0
Tagihan Kepada Bukan Penduduk,2022-01-01,2409522000000000.0
Tagihan Kepada Bukan Penduduk,2022-02-01,2446419000000000.0
Tagihan Kepada Bukan Penduduk,2022-03-01,2419860000000000.0
Tagihan Kepada Bukan Penduduk,2022-04-01,2403375000000000.0
Tagihan Kepada Bukan Penduduk,2022-05-01,2398034000000000.0
Tagihan Kepada Bukan Penduduk,2022-06-01,2469447000000000.0
Tagihan Kepada Bukan Penduduk,2022-07-01,2401514000000000.0
Tagihan Kepada Bukan Penduduk,2022-08-01,2431075000000000.0
Tagihan Kepada Bukan Penduduk,2022-09-01,2443445000000000.0
Tagihan Kepada Bukan Penduduk,2022-10-01,2476035000000000.0
Tagihan Kepada Bukan Penduduk,2022-11-01,2587663000000000.0
Tagihan Kepada Bukan Penduduk,2022-12-01,2630692000000000.0
Tagihan Kepada Bukan Penduduk,2023-01-01,2591128000000000.0
Tagihan Kepada Bukan Penduduk,2023-02-01,2620114000000000.0
Tagihan Kepada Bukan Penduduk,2023-03-01,2632831000000000.0
Tagihan Kepada Bukan Penduduk,2023-04-01,2605620000000000.0
Tagihan Kepada Bukan Penduduk,2023-05-01,2552243000000000.0
Tagihan Kepada Bukan Penduduk,2023-06-01,2508719000000000.0
Tagihan Kepada Bukan Penduduk,2023-07-01,2534278000000000.0
Tagihan Kepada Bukan Penduduk,2023-08-01,2531087000000000.0
Tagihan Kepada Bukan Penduduk,2023-09-01,2558608000000000.0
Tagihan Kepada Bukan Penduduk,2023-10-01,2590330000000000.0
Tagihan Kepada Bukan Penduduk,2023-11-01,2605853000000000.0
Tagihan Kepada Bukan Penduduk,2023-12-01,2736054000000000.0
Tagihan Kepada Bukan Penduduk,2024-01-01,2787474000000000.0
Tagihan Kepada Bukan Penduduk,2024-02-01,2777906000000000.0
Tagihan Kepada Bukan Penduduk,2024-03-01,2738043000000000.0
Tagihan Kepada Bukan Penduduk,2024-04-01,2719250000000000.0
Tagihan Kepada Bukan Penduduk,2024-05-01,2762431000000000.0
Tagihan Kepada Bukan Penduduk,2024-06-01,2819518000000000.0
Tagihan Kepada Bukan Penduduk,2024-07-01,2864315000000000.0
Tagihan Kepada Bukan Penduduk,2024-08-01,2822983000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-01-01,366883000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-02-01,366691000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-03-01,372407000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-04-01,366526000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-05-01,359593000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-06-01,349797000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-07-01,349395000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-08-01,349308000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-09-01,335039000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-10-01,341645000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-11-01,342680000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2020-12-01,344142000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-01-01,338820000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-02-01,332716000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-03-01,327012000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-04-01,326446000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-05-01,332240000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-06-01,338973000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-07-01,335441000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-08-01,339721000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-09-01,391008000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-10-01,394061000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-11-01,410980000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2021-12-01,406102000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-01-01,383341000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-02-01,399618000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-03-01,405325000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-04-01,408159000000000.0
Tagihan Kepada Lembaga keuangan Lainnya,2022-05-01,421123000000000.0
